"STATION","NAME","DATE","AWND","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT21","WT22"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-06-29","7.61","0.00","0.0","0.0","74","84","63","  170","  180",,"15.0","19.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-06-30","8.95","0.01","0.0","0.0","78","89","71","  220","  220",,"38.9","48.1",,,"    1",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-07-01","6.93","1.30","0.0","0.0","78","88","69","  270","  270",,"40.0","51.0","    1","    1","    1",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-07-02","4.25","0.02","0.0","0.0","75","77","68","  340","  340",,"16.1","18.1","    1",,,,,,"    1",,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-07-03","3.80","0.03","0.0","0.0","74","83","66","  140","  250",,"10.1","19.9","    1",,,,,,"    1",,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-07-04","3.13","0.85","0.0","0.0","76","85","72","  340","  350",,"14.1","15.0","    1",,"    1",,,,"    1",,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-07-05","3.80","0.00","0.0","0.0","77","87","71","  120","  120",,"12.1","14.1","    1",,,,,,"    1",,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-07-06","7.16","0.02","0.0","0.0","81","89","76","  160","  160",,"18.1","23.0",,,,,,,"    1",,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-07-07","8.28","0.00","0.0","0.0","82","91","75","  210","  230",,"17.0","23.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-07-08","8.05","1.12","0.0","0.0","83","92","78","  340","  340",,"25.9","30.0",,,"    1",,,,"    1",,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-07-09","7.38","0.03","0.0","0.0","83","92","78","  320","  310",,"19.9","25.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-07-10","9.62","0.00","0.0","0.0","83","88","77","  340","  340",,"18.1","23.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-07-11","4.92","0.09","0.0","0.0","81","88","75","  170","  320",,"10.1","21.0","    1",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-07-12","4.47","0.00","0.0","0.0","80","88","70","  180","  180",,"10.1","12.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-07-13","4.47","0.03","0.0","0.0","78","82","74","  110","  260",,"8.9","23.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-07-14","7.16","0.00","0.0","0.0","81","89","76","  170","  210",,"16.1","19.9",,,,,,,"    1",,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-07-15","10.74","0.01","0.0","0.0","81","88","72","   10","   10",,"23.0","29.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-07-16","6.71","0.00","0.0","0.0","76","87","66","   10","   20",,"18.1","23.9",,,,,,,"    1",,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-07-17","8.28","0.00","0.0","0.0","77","85","71","  170","  190",,"13.0","17.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-07-18","7.83","0.04","0.0","0.0","81","88","77","  200","  190",,"14.1","17.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-07-19","5.82","0.00","0.0","0.0","86","98","79","  210","  210",,"15.0","17.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-07-20","6.93","0.00","0.0","0.0","89","97","82","  330","  300",,"15.0","21.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-07-21","6.71","0.00","0.0","0.0","88","92","79","  340","  340",,"25.1","32.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-07-22","9.40","0.00","0.0","0.0","82","89","72","  250","  320",,"16.1","21.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-07-23","6.49","0.00","0.0","0.0","80","88","71","  360","  320",,"17.0","21.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-07-24","6.71","0.00","0.0","0.0","80","90","69","  340","  320",,"16.1","21.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-07-25","7.38","0.00","0.0","0.0","81","90","72","  170","  180",,"16.1","18.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-07-26","11.41","0.00","0.0","0.0","82","91","74","  170","  180",,"18.1","21.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-07-27","5.82","0.94","0.0","0.0","82","90","73","  320","  320",,"19.9","29.1",,,"    1",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-07-28","4.25","0.00","0.0","0.0","83","94","77","  170","  190",,"21.0","25.1",,,"    1",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-07-29","8.50","0.00","0.0","0.0","83","92","78","  190","  250",,"18.1","23.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-07-30","8.05","0.53","0.0","0.0","83","92","78","  320","  320",,"25.9","36.9","    1",,"    1",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-07-31","7.83","0.00","0.0","0.0","84","92","74","  340","  320",,"16.1","19.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-08-01","6.93","0.00","0.0","0.0","83","92","74","  260","  250",,"15.0","19.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-08-02","6.49","0.00","0.0","0.0","82","91","73","  210","  190",,"16.1","21.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-08-03","9.62","0.00","0.0","0.0","82","93","72","  180","  190",,"17.0","21.0",,,,,,,"    1",,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-08-04","7.38","0.04","0.0","0.0","86","96","76","  330","  320",,"21.9","30.0",,,,,,,"    1",,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-08-05","6.26","0.00","0.0","0.0","83","93","75","  290","  230",,"17.0","23.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-08-06","7.61","0.00","0.0","0.0","81","85","75","  340","  340",,"17.0","21.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-08-07","8.50","0.05","0.0","0.0","77","83","70","   20","   50",,"16.1","19.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-08-08","8.28","0.00","0.0","0.0","80","88","74","   50","   50",,"16.1","21.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-08-09","7.38","0.00","0.0","0.0","80","89","72","  180","  180",,"13.0","16.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-08-10","10.51","0.15","0.0","0.0","76","79","72","  170","  170",,"19.9","23.0","    1",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-08-11","9.17","0.34","0.0","0.0","79","90","73","  340","  340",,"23.9","31.1","    1",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-08-12","10.51","0.00","0.0","0.0","79","85","70","  360","  360",,"21.0","29.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-08-13","6.49","0.00","0.0","0.0","77","85","68","  310","  280",,"16.1","21.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-08-14","4.47","0.00","0.0","0.0","76","88","64","  180","  180",,"13.0","16.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-08-15","7.61","0.00","0.0","0.0","78","90","68","  180","  180",,"14.1","16.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-08-16","6.93","0.00","0.0","0.0","79","94","69","  190","  190",,"15.0","17.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-08-17","8.05","0.00","0.0","0.0","82","96","72","  170","  170",,"15.0","17.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-08-18","6.49","0.00","0.0","0.0","81","90","74","  190","  180",,"15.0","19.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-08-19","9.62","0.00","0.0","0.0","82","91","77","  180","  180",,"17.0","21.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-08-20","7.83","0.17","0.0","0.0","80","86","74","  310","  320",,"21.0","31.1","    1",,"    1",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-08-21","9.17","0.00","0.0","0.0","78","86","71","  350","  350",,"21.9","25.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-08-22","6.04","0.00","0.0","0.0","76","86","65","   30","   30",,"13.0","17.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-08-23","5.14","0.00","0.0","0.0","75","85","64","  180","  180",,"12.1","14.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-08-24","7.16","0.41","0.0","0.0","79","91","71","  260","  270",,"29.1","38.0","    1",,"    1",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-08-25","8.28","0.00","0.0","0.0","77","85","69","  360","  350",,"15.0","21.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-08-26","7.83","0.00","0.0","0.0","74","82","67","  330","  320",,"17.0","21.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-08-27","6.71","0.00","0.0","0.0","73","82","63","  300","  290",,"14.1","18.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-08-28","4.03","0.00","0.0","0.0","74","83","65","  130","  130",,"14.1","17.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-08-29","9.62","0.00","0.0","0.0","77","89","67","  170","  180",,"15.0","23.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-08-30","7.61","0.00","0.0","0.0","77","87","69","  190","  190",,"13.0","15.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-08-31","8.05","0.00","0.0","0.0","80","88","74","  190","  230",,"14.1","19.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-09-01","4.25","0.00","0.0","0.0","82","95","71","   20","  320",,"12.1","15.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-09-02","4.92","0.00","0.0","0.0","83","94","75","  270","  300",,"14.1","18.1",,,,,,,"    1",,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-09-03","4.92","0.00","0.0","0.0","82","96","74","   90","   90",,"23.9","28.0",,,"    1",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-09-04","7.38","0.00","0.0","0.0","82","92","75","  100","  110",,"15.0","19.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-09-05","8.05","0.00","0.0","0.0","79","86","73","   80","  130",,"15.0","18.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-09-06","4.70","0.00","0.0","0.0","77","87","68","  100","  100",,"10.1","14.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-09-07","6.04","0.00","0.0","0.0","79","90","69","  190","  180",,"13.0","16.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-09-08","8.72","0.00","0.0","0.0","82","92","72","  170","  180",,"15.0","18.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-09-09","8.50","0.00","0.0","0.0","83","94","75","  200","  240",,"16.1","19.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-09-10","9.62","0.11","0.0","0.0","78","84","70","  330","  330",,"19.9","23.0","    1",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-09-11","7.16","0.00","0.0","0.0","74","87","65","  340","  340",,"16.1","21.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-09-12","5.82","0.16","0.0","0.0","72","75","67","  300","  330",,"15.0","29.1","    1",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-09-13","10.74","0.00","0.0","0.0","69","74","60","  310","  320",,"21.9","31.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-09-14","8.50","0.00","0.0","0.0","67","80","55","  310","  260",,"19.9","28.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-09-15","3.80","0.00","0.0","0.0","71","84","60","  230","  140",,"8.9","16.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-09-16","3.58","0.00","0.0","0.0","74","86","60","  160","  160",,"12.1","14.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-09-17","5.14","0.00","0.0","0.0","74","86","63","  170","  170",,"12.1","14.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-09-18","6.04","0.00","0.0","0.0","74","87","65","  170","  170",,"15.0","17.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-09-19","7.61","0.00","0.0","0.0","75","87","67","  170","  170",,"13.0","16.1","    1",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-09-20","10.74","0.00","0.0","0.0","74","82","68","  360","  340",,"18.1","23.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-09-21","10.51","0.23","0.0","0.0","68","70","63","   50","   40",,"15.0","19.9","    1",,,,,,"    1",,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-09-22","9.84","0.00","0.0","0.0","66","75","62","   30","   50",,"18.1","21.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-09-23","8.50","0.00","0.0","0.0","70","80","60","   30","   40",,"17.0","21.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-09-24","7.83","0.00","0.0","0.0","69","79","60","   50","   50",,"15.0","21.0",,,,,,,"    1",,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-09-25","10.51","0.00","0.0","0.0","69","73","63","   50","   40",,"17.0","23.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-09-26","13.20","0.00","0.0","0.0","68","74","64","   90","   90",,"21.9","28.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-09-27","10.74","0.00","0.0","0.0","67","75","62","   80","   30",,"16.1","21.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-09-28","5.82","0.00","0.0","0.0","73","83","67","  120","  100",,"13.0","16.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-09-29","6.93","1.65","0.0","0.0","75","80","71","  190","  110",,"17.0","23.9","    1",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-09-30","11.41","0.00","0.0","0.0","74","78","63","  360","  360",,"23.9","30.0","    1",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-10-01","14.32","0.78","0.0","0.0","60","63","57","   20","   20",,"21.9","28.0","    1",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-10-02","17.90","0.96","0.0","0.0","55","58","50","   20","   40",,"23.9","32.0","    1",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-10-03","17.22","0.19","0.0","0.0","53","58","50","   50","   40",,"25.1","31.1","    1",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-10-04","15.21","0.00","0.0","0.0","57","59","54","   50","   40",,"25.1","32.0","    1",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-10-05","7.83","0.00","0.0","0.0","59","69","52","   60","   10",,"16.1","19.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-10-06","4.03","0.00","0.0","0.0","62","77","50","  320","  330",,"13.0","16.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-10-07","3.13","0.00","0.0","0.0","66","78","58","  340","  330",,"15.0","21.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-10-08","3.80","0.00","0.0","0.0","66","78","57","  180","  180",,"10.1","13.0","    1",,,,,,"    1",,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-10-09","8.05","0.40","0.0","0.0","69","79","62","  330","  330",,"25.1","35.1","    1",,"    1",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-10-10","8.05","0.00","0.0","0.0","62","66","51","   30","   20",,"21.0","28.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-10-11","3.58","0.00","0.0","0.0","58","71","47","   30","   20",,"10.1","13.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-10-12","5.82","0.00","0.0","0.0","61","75","50","  190","  190",,"14.1","16.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-10-13","6.71","0.00","0.0","0.0","66","78","59","  340","  320",,"15.0","21.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-10-14","6.93","0.00","0.0","0.0","63","71","55","  320","  310",,"17.0","21.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-10-15","8.50","0.00","0.0","0.0","60","68","53","  330","  330",,"17.0","21.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-10-16","9.17","0.00","0.0","0.0","59","67","51","  310","  310",,"19.9","33.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-10-17","9.84","0.00","0.0","0.0","54","60","44","  330","  330",,"23.0","28.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-10-18","10.51","0.00","0.0","0.0","47","54","38","  340","  320",,"21.9","29.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-10-19","6.71","0.00","0.0","0.0","46","56","37","  190","  170",,"14.1","17.0",,,,,,,"    1",,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-10-20","6.49","0.00","0.0","0.0","53","68","44","  200","  200",,"10.1","15.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-10-21","4.70","0.00","0.0","0.0","58","73","48","  170","  190",,"8.1","10.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-10-22","5.82","0.00","0.0","0.0","61","76","50","  220","  230",,"10.1","14.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-10-23","7.83","0.00","0.0","0.0","64","70","52","   10","  360",,"17.0","21.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-10-24","6.71","0.00","0.0","0.0","54","62","47","  150","  330",,"13.0","16.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-10-25","9.62","0.03","0.0","0.0","61","71","54","  330","  330",,"21.0","25.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-10-26","6.93","0.00","0.0","0.0","55","61","46","   40","   20",,"17.0","21.0",,,,,,,"    1",,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-10-27","7.83","0.00","0.0","0.0","51","59","44","   70","   70",,"16.1","21.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-10-28","13.20","0.65","0.0","0.0","62","70","55","  270","  260",,"23.0","30.0","    1",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-10-29","6.49","0.03","0.0","0.0","67","73","56","  340","  340",,"17.0","21.0","    1",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-10-30","11.63","0.00","0.0","0.0","56","61","46","  330","  340",,"21.0","23.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-10-31","6.49","0.00","0.0","0.0","51","61","42","  170","  170",,"16.1","19.9",,,,,,,"    1",,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-11-01","8.50","0.04","0.0","0.0","57","64","53","  220","  210",,"15.0","21.0","    1",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-11-02","1.57","0.00","0.0","0.0","60","66","51","  360","  340",,"6.9","6.9","    1",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-11-03","1.12","0.00","0.0","0.0","57","72","46","  130","  120",,"6.9","8.9","    1",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-11-04","2.24","0.02","0.0","0.0","60","75","48","  170","  170",,"16.1","21.0","    1",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-11-05","3.80","0.15","0.0","0.0","62","72","58","  190","  190",,"8.9","11.0","    1","    1",,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-11-06","9.84","0.00","0.0","0.0","68","80","60","  200","  200",,"21.0","33.1","    1",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-11-07","7.16","0.11","0.0","0.0","64","71","54","  320","  330",,"18.1","21.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-11-08","7.38","0.00","0.0","0.0","54","58","44","  350","  340",,"16.1","21.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-11-09","6.49","0.53","0.0","0.0","48","53","41","   60","   60",,"14.1","17.0","    1",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-11-10","11.41","0.24","0.0","0.0","55","61","51","  320","  310",,"21.9","32.0","    1",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-11-11","10.51","0.00","0.0","0.0","57","64","51","  320","  310",,"23.0","31.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-11-12","6.71","0.01","0.0","0.0","55","66","49","  210","  200",,"18.1","23.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-11-13","11.41","0.00","0.0","0.0","59","62","49","  280","  280",,"28.0","38.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2015-11-14","11.41","0.00","0.0","0.0","51","55","41","  330","  330",,"25.9","36.0",,,,,,,,,,,,,,,,,
