"STATION","NAME","DATE","AWND","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT21","WT22"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-07-18","5.82","1.04","0.0","0.0","87","95","80","   50","  350",,"23.9","31.1",,,"    1",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-07-19","9.17","0.00","0.0","0.0","88","95","81","  230","  180",,"21.0","25.1",,,,,,,"    1",,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-07-20","9.84","0.00","0.0","0.0","87","94","80","  220","  210",,"18.1","21.9",,,"    1",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-07-21","5.59","0.00","0.0","0.0","85","93","78","  350","  290",,"14.1","18.1",,,"    1",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-07-22","6.49","0.10","0.0","0.0","82","89","76","  210","  200",,"16.1","21.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-07-23","7.61","0.00","0.0","0.0","82","89","76","  300","  280",,"21.9","25.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-07-24","10.74","0.00","0.0","0.0","81","86","74","   20","  320",,"19.9","23.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-07-25","10.07","0.00","0.0","0.0","74","82","65","   10","   10",,"19.9","23.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-07-26","6.71","0.00","0.0","0.0","75","84","67","  180","  180",,"14.1","16.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-07-27","8.95","0.26","0.0","0.0","77","86","72","  260","  280",,"23.0","30.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-07-28","7.61","0.00","0.0","0.0","77","84","72","  360","  360",,"14.1","18.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-07-29","8.05","0.00","0.0","0.0","76","84","68","  340","  340",,"15.0","21.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-07-30","4.70","0.00","0.0","0.0","76","85","66","  350","   10",,"14.1","21.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-07-31","6.26","0.00","0.0","0.0","76","82","71","  180","  180",,"25.1","31.1","    1",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-08-01","7.38","0.41","0.0","0.0","74","83","70","  180","  180",,"15.0","19.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-08-02","6.04","0.00","0.0","0.0","78","88","71","  200","  210",,"18.1","23.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-08-03","5.14","0.03","0.0","0.0","76","82","70","  330","  340",,"15.0","17.0",,,,,,,"    1",,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-08-04","9.84","0.00","0.0","0.0","75","83","68","  320","  330",,"21.9","29.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-08-05","6.04","0.00","0.0","0.0","73","82","63","  350","  360",,"16.1","28.0",,,,,,,"    1",,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-08-06","7.61","0.07","0.0","0.0","72","74","69","  190","  200",,"15.0","18.1","    1",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-08-07","9.40","0.00","0.0","0.0","76","85","72","  180","  180",,"16.1","18.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-08-08","9.17","0.00","0.0","0.0","80","87","76","  180","  180",,"21.9","25.1",,,"    1",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-08-09","11.41","0.00","0.0","0.0","84","93","78","  230","  240",,"21.9","29.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-08-10","6.71","0.01","0.0","0.0","82","84","75","  170","  330",,"12.1","16.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-08-11","5.37","0.00","0.0","0.0","79","86","74","  170","  170",,"13.0","16.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-08-12","5.37","0.00","0.0","0.0","82","92","74","  330","  320",,"16.1","19.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-08-13","7.61","0.44","0.0","0.0","81","89","71","  320","  320",,"25.9","35.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-08-14","13.20","0.00","0.0","0.0","72","78","62","  340","  350",,"25.9","32.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-08-15","6.04","0.00","0.0","0.0","70","80","60","  140","  140",,"15.0","19.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-08-16","2.91","0.00","0.0","0.0","71","81","62","  110","  120",,"10.1","14.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-08-17","7.83","0.00","0.0","0.0","72","81","63","  100","  100",,"16.1","21.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-08-18","6.26","0.19","0.0","0.0","71","74","67","   30","   20",,"13.0","16.1","    1",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-08-19","5.82","0.00","0.0","0.0","70","75","65","  200","  180",,"13.0","21.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-08-20","4.92","0.00","0.0","0.0","77","89","69","  180","  170",,"15.0","19.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-08-21","7.16","0.07","0.0","0.0","80","89","73","  230","  230",,"17.0","21.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-08-22","7.61","0.00","0.0","0.0","80","91","74","  340","  250",,"17.0","23.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-08-23","6.71","0.11","0.0","0.0","76","79","66","   20","   30",,"16.1","21.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-08-24","6.93","0.00","0.0","0.0","73","85","64","   70","   70",,"13.0","16.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-08-25","5.82","0.00","0.0","0.0","74","83","65","  180","  180",,"17.0","21.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-08-26","8.05","0.00","0.0","0.0","75","90","64","  230","  210",,"17.0","21.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-08-27","7.83","0.00","0.0","0.0","82","94","73","  340","  350",,"17.0","23.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-08-28","5.59","0.01","0.0","0.0","80","83","75","  250","  230",,"15.0","18.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-08-29","8.05","0.00","0.0","0.0","78","87","74","   70","   70",,"15.0","18.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-08-30","9.17","0.00","0.0","0.0","79","88","72","  170","  210",,"17.0","21.0",,,,,,,"    1",,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-08-31","10.29","0.00","0.0","0.0","80","92","73","  200","  190",,"17.0","23.0",,,,,,,"    1",,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-09-01","6.71","0.01","0.0","0.0","81","93","72","  230","  230",,"18.1","23.0",,,"    1",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-09-02","5.82","0.11","0.0","0.0","81","92","73","  210","  180",,"15.0","19.9",,,"    1",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-09-03","10.51","0.00","0.0","0.0","81","87","70","  340","  330",,"23.0","28.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-09-04","7.83","0.00","0.0","0.0","75","85","65","  180","  160",,"16.1","21.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-09-05","8.72","0.00","0.0","0.0","77","88","67","  330","  350",,"21.0","25.1",,,,,,,"    1",,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-09-06","6.71","0.00","0.0","0.0","71","78","61","   30","   50",,"18.1","23.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-09-07","7.16","0.00","0.0","0.0","71","82","60","  170","  170",,"16.1","18.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-09-08","7.38","0.00","0.0","0.0","77","91","69","   60","   60",,"18.1","23.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-09-09","7.38","0.00","0.0","0.0","74","81","65","   60","   50",,"16.1","19.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-09-10","9.17","0.00","0.0","0.0","80","92","73","  170","  180",,"15.0","17.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-09-11","8.28","0.00","0.0","0.0","84","94","76","  210","  220",,"17.0","23.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-09-12","7.38","0.18","0.0","0.0","81","93","73","  330","  330",,"18.1","25.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-09-13","11.41","0.00","0.0","0.0","74","82","62","  310","  310",,"25.1","31.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-09-14","9.62","0.00","0.0","0.0","65","73","56","  330","  330",,"18.1","25.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-09-15","5.82","0.00","0.0","0.0","66","78","54","  170","  230",,"16.1","18.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-09-16","8.50","0.05","0.0","0.0","69","77","63","  350","  350",,"19.9","23.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-09-17","8.72","0.00","0.0","0.0","64","72","54","   30","   30",,"21.0","25.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-09-18","4.25","0.00","0.0","0.0","62","74","52","  120","  110",,"14.1","16.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-09-19","6.49","0.00","0.0","0.0","67","78","56","  170","  180",,"14.1","16.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-09-20","7.61","0.00","0.0","0.0","70","82","61","  170","  160",,"14.1","18.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-09-21","10.29","0.87","0.0","0.0","70","80","64","  290","  310",,"19.9","25.1","    1",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-09-22","10.51","0.00","0.0","0.0","68","76","58","  350","  350",,"18.1","21.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-09-23","9.17","0.00","0.0","0.0","62","69","54","   10","  320",,"16.1","21.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-09-24","6.26","0.00","0.0","0.0","62","75","51","  310","  340",,"13.0","21.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-09-25","3.58","0.00","0.0","0.0","64","78","54","   10","   10",,"8.9","13.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-09-26","4.25","0.00","0.0","0.0","67","77","59","   90","  100",,"12.1","14.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-09-27","3.80","0.00","0.0","0.0","66","75","59","  130","  130",,"12.1","15.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-09-28","4.70","0.00","0.0","0.0","66","73","60","   60","   70",,"13.0","17.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-09-29","3.80","0.00","0.0","0.0","65","77","54","  140","   90",,"10.1","25.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-09-30","3.58","0.00","0.0","0.0","66","76","56","  130","  130",,"13.0","15.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-10-01","4.92","0.00","0.0","0.0","70","85","59","  270","  270",,"13.0","17.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-10-02","5.82","0.00","0.0","0.0","74","88","63","  260","  270",,"16.1","19.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-10-03","4.25","0.00","0.0","0.0","74","86","65","  200","  220",,"12.1","14.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-10-04","3.13","0.00","0.0","0.0","76","90","66","  320","  330",,"13.0","16.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-10-05","4.70","0.00","0.0","0.0","78","89","69","  180","  200",,"12.1","14.1","    1",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-10-06","8.72","0.00","0.0","0.0","78","91","69","  180","  170",,"18.1","23.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-10-07","12.30","1.13","0.0","0.0","72","78","57","  280","  270",,"29.1","40.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-10-08","8.28","0.00","0.0","0.0","61","69","54","   20","   30",,"17.0","21.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-10-09","12.75","0.13","0.0","0.0","60","63","57","   20","   30",,"19.9","25.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-10-10","13.42","1.78","0.0","0.0","58","60","55","   20","   10",,"19.9","25.1","    1",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-10-11","10.96","2.76","0.0","0.0","61","64","59","   30","   20",,"15.0","21.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-10-12","11.18","0.29","0.0","0.0","64","69","62","   50","   50",,"18.1","23.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-10-13","10.74","0.03","0.0","0.0","63","66","59","   60","   60",,"17.0","21.9","    1",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-10-14","6.71","0.00","0.0","0.0","63","71","57","   50","   40",,"16.1","19.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-10-15","3.58","0.00","0.0","0.0","63","74","54","  130","  130",,"8.9","12.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-10-16","4.92","0.00","0.0","0.0","66","73","63","  180","  180",,"10.1","13.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-10-17","7.61","0.00","0.0","0.0","68","77","63","  200","  330",,"19.9","25.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-10-18","6.71","0.00","0.0","0.0","64","69","53","  320","  320",,"25.1","32.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-10-19","6.93","0.00","0.0","0.0","59","67","53","  300","  290",,"19.9","25.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-10-20","8.72","0.00","0.0","0.0","59","66","49","  310","  300",,"28.0","38.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-10-21","7.16","0.00","0.0","0.0","56","68","46","  170","  160",,"15.0","18.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-10-22","7.38","0.00","0.0","0.0","58","68","51","   10","  320",,"15.0","19.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-10-23","8.05","0.07","0.0","0.0","53","61","46","  300","  340",,"18.1","23.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-10-24","8.95","0.00","0.0","0.0","48","54","42","  290","  290",,"21.0","28.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-10-25","8.95","0.00","0.0","0.0","47","57","38","  290","  290",,"21.0","25.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-10-26","10.07","0.00","0.0","0.0","47","57","35","  210","  230",,"23.9","32.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-10-27","5.59","0.00","0.0","0.0","54","63","43","  310","  290",,"15.0","21.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-10-28","3.36","0.00","0.0","0.0","53","66","43","  340","  340",,"12.1","16.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-10-29","2.68","0.00","0.0","0.0","54","65","44","  100","  100",,"13.0","14.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-10-30","3.58","0.06","0.0","0.0","57","64","53","  170","  180",,"12.1","14.1","    1",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-10-31","8.05","0.00","0.0","0.0","61","68","56","  190","  200",,"17.0","21.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-11-01","10.51","0.14","0.0","0.0","67","73","60","  200","  270",,"25.9","35.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-11-02","6.93","0.00","0.0","0.0","62","72","52","  320","  340",,"21.9","30.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-11-03","10.96","0.00","0.0","0.0","53","59","44","  360","  340",,"21.9","28.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-11-04","7.61","0.00","0.0","0.0","43","49","36","   40","   30",,"17.0","21.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-11-05","2.01","0.00","0.0","0.0","48","59","40","  360","  360",,"8.1","10.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-11-06","7.38","0.00","0.0","0.0","59","68","53","  170","  180",,"15.0","18.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-11-07","12.97","0.01","0.0","0.0","57","65","45","  330","  340",,"31.1","38.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-11-08","9.62","0.00","0.0","0.0","47","54","36","  330","  330",,"25.9","33.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-11-09","8.72","0.00","0.0","0.0","45","56","34","  190","  200",,"19.9","23.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-11-10","10.51","0.00","0.0","0.0","52","66","41","  320","  320",,"29.1","38.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-11-11","8.50","0.00","0.0","0.0","49","58","39","  200","  200",,"17.0","23.0",,,,,,,"    1",,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-11-12","12.97","0.00","0.0","0.0","47","53","34","  360","  340",,"29.1","36.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-11-13","9.62","0.00","0.0","0.0","38","45","32","  330","  340",,"23.9","30.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-11-14","5.14","0.00","0.0","0.0","41","55","29","  210","  220",,"10.1","15.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-11-15","3.36","0.08","0.0","0.0","45","61","34","  190","  200",,"10.1","15.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-11-16","1.79","0.34","0.0","0.0","50","54","47","  120","  110",,"10.1","10.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-11-17","6.71","0.00","0.0","0.0","56","65","52","  200","  200",,"15.0","19.9","    1",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-11-18","12.53","0.15","0.0","0.0","62","71","52","  310","  310",,"25.1","36.0","    1",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-11-19","15.21","0.00","0.0","0.0","50","52","41","  320","  320",,"25.1","32.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-11-20","8.50","0.00","0.0","0.0","42","49","36","   20","   40",,"16.1","18.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-11-21","3.13","0.00","0.0","0.0","42","51","36","   50","  110",,"8.9","13.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-11-22","4.92","0.00","0.0","0.0","52","63","47","  330","  340",,"23.9","28.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-11-23","16.33","0.00","0.0","0.0","51","59","34","  320","  320",,"29.1","38.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-11-24","14.99","0.00","0.0","0.0","32","34","26","  330","  340",,"31.1","42.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-11-25","8.50","0.00","0.0","0.0","30","38","24","  190","  190",,"16.1","21.9",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-11-26","7.16","1.46","0.0","0.0","37","49","35","  300","  320",,"16.1","21.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-11-27","14.32","0.74","0.0","0.0","41","42","31","  330","  320",,"29.1","38.9","    1",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-11-28","8.05","0.00","0.0","0.0","34","40","28","  300","  290",,"25.1","36.0",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-11-29","8.50","0.00","0.0","0.0","36","44","29","  340","  340",,"21.0","25.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-11-30","3.13","0.00","0.0","0.0","34","39","28","   50","   40",,"8.9","12.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-12-01","2.68","0.00","0.0","0.0","38","48","30","  180","  180",,"8.9","10.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-12-02","3.13","0.00","0.0","0.0","44","50","41","   60","   50",,"10.1","10.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-12-03","1.79","0.00","0.0","0.0","47","56","41","  170","  170",,"10.1","12.1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2013-12-04","1.57","0.00","0.0","0.0","47","57","40","   60","   60",,"8.1","8.1",,,,,,,,,,,,,,,,,
